175074;Ativo;Trancamento Automático;20012;"";"";""
175074;Ativo;Trancamento Automático;20022;"";"";""
175074;Ativo;Trancamento Automático;20021;"";"";""
175074;Ativo;Trancamento Automático;20031;"";"";""
100000006941;Ativo;Inscrito;20031;31.01.002;"";""
100000006941;Ativo;Inscrito;20032;31.01.002;"";""
175074;Ativo;Trancamento Automático;20032;"";"";""
150032;Ativo;Inscrito;20041;31.01.002;"";""
149753;Ativo;Inscrito;20041;31.01.002;"";""
150030;Ativo;Inscrito;20041;31.01.002;"";""
149758;Ativo;Inscrito;20041;31.01.002;"";""
148390;Ativo;Inscrito;20041;31.01.002;"";""
175074;Ativo;Trancamento Automático;20041;"";"";""
219897;Ativo;Inscrito;20041;31.01.002;"";""
219884;Ativo;Inscrito;20041;31.01.002;"";""
219962;Ativo;Inscrito;20041;31.01.002;"";""
100000006941;Ativo;Inscrito;20041;31.01.002;"";""
150760;Ativo;Inscrito;20041;31.01.002;"";""
150745;Ativo;Inscrito;20041;31.01.002;"";""
150746;Ativo;Inscrito;20041;31.01.002;"";""
150729;Ativo;Inscrito;20041;31.01.002;"";""
150734;Ativo;Inscrito;20041;31.01.002;"";""
150738;Ativo;Inscrito;20041;31.01.002;"";""
150752;Ativo;Inscrito;20041;31.01.002;"";""
150753;Ativo;Inscrito;20041;31.01.002;"";""
150757;Ativo;Inscrito;20041;31.01.002;"";""
149658;Ativo;Inscrito;20041;31.01.002;"";""
150739;Ativo;Inscrito;20041;31.01.002;"";""
150740;Ativo;Inscrito;20041;31.01.002;"";""
150741;Ativo;Inscrito;20041;31.01.002;"";""
150742;Ativo;Inscrito;20041;31.01.002;"";""
149669;Ativo;Inscrito;20041;31.01.002;"";""
149671;Ativo;Inscrito;20041;31.01.002;"";""
149448;Ativo;Inscrito;20041;31.01.002;"";""
149651;Ativo;Inscrito;20041;31.01.002;"";""
150762;Ativo;Inscrito;20041;31.01.002;"";""
147674;Ativo;Inscrito;20041;31.01.002;"";""
149653;Ativo;Inscrito;20041;31.01.002;"";""
149656;Ativo;Inscrito;20041;31.01.002;"";""
149657;Ativo;Inscrito;20041;"";"";""
149667;Ativo;Inscrito;20041;31.01.002;"";""
149665;Ativo;Inscrito;20041;"";"";""
100000006941;Ativo;Inscrito;20042;31.01.002;"";""
149753;Ativo;Inscrito;20042;31.01.002;"";""
219962;Ativo;Inscrito;20042;31.01.002;"";""
150741;Ativo;Inscrito;20042;31.01.002;"";""
149448;Ativo;Inscrito;20042;31.01.002;"";""
150030;Ativo;Inscrito;20042;31.01.002;"";""
150032;Ativo;Inscrito;20042;31.01.002;"";""
147662;Ativo;Inscrito;20042;31.01.002;"";""
219962;Ativo;Inscrito;20051;31.01.002;"";""
219884;Ativo;Inscrito;20051;31.01.002;"";""
219897;Ativo;Inscrito;20051;31.01.002;"";""
175074;Ativo;Trancamento Automático;20051;"";"";""
153971;Ativo;Inscrito;20051;31.01.002;"";""
155562;Ativo;Inscrito;20051;31.01.002;"";""
155564;Ativo;Inscrito;20051;31.01.002;"";""
156600;Ativo;Inscrito;20051;31.01.002;"";""
156602;Ativo;Inscrito;20051;31.01.002;"";""
156277;Ativo;Inscrito;20051;31.01.002;"";""
156278;Ativo;Inscrito;20051;31.01.002;"";""
156281;Ativo;Inscrito;20051;31.01.002;"";""
156285;Ativo;Inscrito;20051;31.01.002;"";""
156288;Ativo;Inscrito;20051;31.01.002;"";""
150767;Ativo;Inscrito;20042;31.01.002;"";""
147886;Ativo;Inscrito;20042;31.01.002;"";""
147888;Ativo;Inscrito;20042;31.01.002;"";""
147889;Ativo;Inscrito;20042;31.01.002;"";""
147890;Ativo;Inscrito;20042;31.01.002;"";""
147891;Cancelamento de Ingressante Trancado Semestre de Ingresso;Inscrito;20042;31.01.002;"";""
149781;Ativo;Inscrito;20042;31.01.002;"";""
156279;Ativo;Inscrito;20051;31.01.002;"";""
156293;Ativo;Inscrito;20051;31.01.002;"";""
153963;Ativo;Inscrito;20051;31.01.002;"";""
153966;Ativo;Inscrito;20051;31.01.002;"";""
149782;Ativo;Inscrito;20042;31.01.002;"";""
150523;Ativo;Inscrito;20042;31.01.002;"";""
155579;Ativo;Inscrito;20051;31.01.002;"";""
150729;Ativo;Inscrito;20042;31.01.002;"";""
147272;Ativo;Inscrito;20042;31.01.002;"";""
147273;Cancelamento de Ingressante Trancado Semestre de Ingresso;Inscrito;20042;31.01.002;"";""
150742;Ativo;Inscrito;20042;31.01.002;"";""
150745;Ativo;Inscrito;20042;31.01.002;"";""
150746;Ativo;Inscrito;20042;31.01.002;"";""
